Id;Class;Order;Family;SubFamily;Genus;specific epithet;                  Binomial sp                 ;Individuals
1090;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;gibbatus;Neivamyrmex gibbatus;NA
1091;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;guerinii;Neivamyrmex guerinii;NA
1092;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;halidaii;Neivamyrmex halidaii;NA
1093;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;hopei;Neivamyrmex hopei;NA
1094;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;iridescens;Neivamyrmex iridescens;NA
1095;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;jerrmanni;Neivamyrmex jerrmanni;NA
1096;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;klugii;Neivamyrmex klugii;NA
1097;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;legionis;Neivamyrmex legionis;NA
1098;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;maxillosus;Neivamyrmex maxillosus;NA
1099;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;micans;Neivamyrmex micans;NA
1100;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;perplexus;Neivamyrmex perplexus;NA
1101;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;pertii;Neivamyrmex pertii;NA
1102;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;pilosus;Neivamyrmex pilosus;NA
1103;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;planidorsus;Neivamyrmex planidorsus;NA
1104;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;postangustatus;Neivamyrmex postangustatus;NA
1105;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;postcarinatus;Neivamyrmex postcarinatus;NA
1106;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;pseudops;Neivamyrmex pseudops;NA
1107;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;punctaticeps;Neivamyrmex punctaticeps;NA
1108;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;romandii;Neivamyrmex romandii;NA
1109;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;shuckardi;Neivamyrmex shuckardi;NA
1110;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;sulcatus;Neivamyrmex sulcatus;NA
1111;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;swainsonii;Neivamyrmex swainsonii;NA
1112;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;tenuis;Neivamyrmex tenuis;NA
1113;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;vicinus;Neivamyrmex vicinus;NA
1114;Insecta;Hymenoptera;Formicidae;Dorylinae;Neivamyrmex;walkerii;Neivamyrmex walkerii;NA
1115;Insecta;Hymenoptera;Formicidae;Dorylinae;Neocerapachys;neotropicus;Neocerapachys neotropicus;NA
1116;Insecta;Hymenoptera;Formicidae;Dorylinae;Neocerapachys;splendens;Neocerapachys splendens;NA
1117;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;agilis;Neoponera agilis;NA
1118;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;antecurvata;Neoponera antecurvata;NA
1119;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;apicalis;Neoponera apicalis;NA
1120;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;bactronica;Neoponera bactronica;NA
1121;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;billemma;Neoponera billemma;NA
1122;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;bucki;Neoponera bucki;NA
1123;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;carinulata;Neoponera carinulata;NA
1124;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;cavinodis;Neoponera cavinodis;NA
1125;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;commutata;Neoponera commutata;NA
1126;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;cooki;Neoponera cooki;NA
1127;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;crenata;Neoponera crenata;NA
1128;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;curvinodis;Neoponera curvinodis;NA
1129;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;foetida;Neoponera foetida;NA
1130;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;globularia;Neoponera globularia;NA
1131;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;goeldii;Neoponera goeldii;NA
1132;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;inversa;Neoponera inversa;NA
1133;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;laevigata;Neoponera laevigata;NA
1134;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;latinoda;Neoponera latinoda;NA
1135;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;magnifica;Neoponera magnifica;NA
1136;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;marginata;Neoponera marginata;NA
1137;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;moesta;Neoponera moesta;NA
1138;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;oberthueri;Neoponera oberthueri;NA
1139;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;obscuricornis;Neoponera obscuricornis;NA
1140;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;procidua;Neoponera procidua;NA
1141;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;rostrata;Neoponera rostrata;NA
1142;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;rugosula;Neoponera rugosula;NA
1143;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;striatinodis;Neoponera striatinodis;NA
1144;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;theresiae;Neoponera theresiae;NA
1145;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;unidentata;Neoponera unidentata;NA
1146;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;venusta;Neoponera venusta;NA
1147;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;verenae;Neoponera verenae;NA
1148;Insecta;Hymenoptera;Formicidae;Ponerinae;Neoponera;villosa;Neoponera villosa;NA
1149;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;anduzei;Nesomyrmex anduzei;NA
1150;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;asper;Nesomyrmex asper;NA
1151;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;brasiliensis;Nesomyrmex brasiliensis;NA
1152;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;echinatinodis;Nesomyrmex echinatinodis;NA
1153;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;pleuriticus;Nesomyrmex pleuriticus;NA
1154;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;spininodis;Nesomyrmex spininodis;NA
1155;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;tonsuratus;Nesomyrmex tonsuratus;NA
1156;Insecta;Hymenoptera;Formicidae;Myrmicinae;Nesomyrmex;wilda;Nesomyrmex wilda;NA
1157;Insecta;Hymenoptera;Formicidae;Dorylinae;Nomamyrmex;esenbeckii;Nomamyrmex esenbeckii;NA
1158;Insecta;Hymenoptera;Formicidae;Dorylinae;Nomamyrmex;hartigii;Nomamyrmex hartigii;NA
1159;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;caeciliae;Nylanderia caeciliae;NA
1160;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;fulva;Nylanderia fulva;NA
1161;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;guatemalensis;Nylanderia guatemalensis;NA
1162;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;lietzi;Nylanderia lietzi;NA
1163;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;steinheili;Nylanderia steinheili;NA
1164;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;tococae;Nylanderia tococae;NA
1165;Insecta;Hymenoptera;Formicidae;Formicinae;Nylanderia;vividula;Nylanderia vividula;NA
1166;Insecta;Hymenoptera;Formicidae;Myrmicinae;Ochetomyrmex;neopolitus;Ochetomyrmex neopolitus;NA
1167;Insecta;Hymenoptera;Formicidae;Myrmicinae;Ochetomyrmex;semipolitus;Ochetomyrmex semipolitus;NA
1168;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;amrishi;Octostruma amrishi;NA
1169;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;balzani;Octostruma balzani;NA
1170;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;batesi;Octostruma batesi;NA
1171;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;betschi;Octostruma betschi;NA
1172;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;iheringi;Octostruma iheringi;NA
1173;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;obtusidens;Octostruma obtusidens;NA
1174;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;pexidorsum;Octostruma pexidorsum;NA
1175;Insecta;Hymenoptera;Formicidae;Myrmicinae;Octostruma;trithrix;Octostruma trithrix;NA
1176;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;affinis;Odontomachus affinis;NA
1177;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;allolabis;Odontomachus allolabis;NA
1178;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;bauri;Odontomachus bauri;NA
1179;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;biumbonatus;Odontomachus biumbonatus;NA
1180;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;brunneus;Odontomachus brunneus;NA
1181;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;caelatus;Odontomachus caelatus;NA
1182;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;chelifer;Odontomachus chelifer;NA
1183;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;haematodus;Odontomachus haematodus;NA
1184;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;hastatus;Odontomachus hastatus;NA
1185;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;laticeps;Odontomachus laticeps;NA
1186;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;mayi;Odontomachus mayi;NA
1187;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;meinerti;Odontomachus meinerti;NA
1188;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;opaciventris;Odontomachus opaciventris;NA
1189;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;panamensis;Odontomachus panamensis;NA
1190;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;scalptus;Odontomachus scalptus;NA
1191;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;spissus;Odontomachus spissus;NA
1192;Insecta;Hymenoptera;Formicidae;Myrmicinae;Odontomachus;yucatecus;Odontomachus yucatecus;NA
1193;Insecta;Hymenoptera;Formicidae;Myrmicinae;Oxyepoecus;ephippiatus;Oxyepoecus ephippiatus;NA
1194;Insecta;Hymenoptera;Formicidae;Myrmicinae;Oxyepoecus;inquilinus;Oxyepoecus inquilinus;NA
1195;Insecta;Hymenoptera;Formicidae;Myrmicinae;Oxyepoecus;vezenyii;Oxyepoecus vezenyii;NA
1196;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;crassinoda;Pachycondyla crassinoda;NA
1197;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;curiosa;Pachycondyla curiosa;NA
1198;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;fuscoatra;Pachycondyla fuscoatra;NA
1199;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;harpax;Pachycondyla harpax;NA
1200;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;impressa;Pachycondyla impressa;NA
1201;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;lenis;Pachycondyla lenis;NA
1202;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;lenkoi;Pachycondyla lenkoi;NA
1203;Insecta;Hymenoptera;Formicidae;Ponerinae;Pachycondyla;striata;Pachycondyla striata;NA
1204;Insecta;Hymenoptera;Formicidae;Paraponerinae;Paraponera;clavata;Paraponera clavata;NA
1205;Insecta;Hymenoptera;Formicidae;Myrmicinae;Paratrachymyrmex;bugnioni;Paratrachymyrmex bugnioni;NA
1206;Insecta;Hymenoptera;Formicidae;Myrmicinae;Paratrachymyrmex;carib;Paratrachymyrmex carib;NA
1207;Insecta;Hymenoptera;Formicidae;Myrmicinae;Paratrachymyrmex;cornetzi;Paratrachymyrmex cornetzi;NA
1208;Insecta;Hymenoptera;Formicidae;Myrmicinae;Paratrachymyrmex;diversus;Paratrachymyrmex diversus;NA
1209;Insecta;Hymenoptera;Formicidae;Myrmicinae;Paratrachymyrmex;levis;Paratrachymyrmex levis;NA
1210;Insecta;Hymenoptera;Formicidae;Myrmicinae;Paratrachymyrmex;mandibularis;Paratrachymyrmex mandibularis;NA
1211;Insecta;Hymenoptera;Formicidae;Formicinae;Paratrechina;longicornis;Paratrechina longicornis;NA
1212;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;aberrans;Pheidole aberrans;NA
1213;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;aciculata;Pheidole aciculata;NA
1214;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;ademonia;Pheidole ademonia;NA
1215;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;aenescens;Pheidole aenescens;NA
1216;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;alexeter;Pheidole alexeter;NA
1217;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;allarmata;Pheidole allarmata;NA
1218;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;araneoides;Pheidole araneoides;NA
1219;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;astur;Pheidole astur;NA
1220;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;auropilosa;Pheidole auropilosa;NA
1221;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;biconstricta;Pheidole biconstricta;NA
1222;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;bidens;Pheidole bidens;NA
1223;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;blumenauensis;Pheidole blumenauensis;NA
1224;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;bruesi;Pheidole bruesi;NA
1225;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;bufo;Pheidole bufo;NA
1226;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;camptostela;Pheidole camptostela;NA
1227;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;capillata;Pheidole capillata;NA
1228;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;carapuna;Pheidole carapuna;NA
1229;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;castanea;Pheidole castanea;NA
1230;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;cataractae;Pheidole cataractae;NA
1231;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;chrysops;Pheidole chrysops;NA
1232;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;claviscapa;Pheidole claviscapa;NA
1233;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;coffeicola;Pheidole coffeicola;NA
1234;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;colobopsis;Pheidole colobopsis;NA
1235;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;cramptoni;Pheidole cramptoni;NA
1236;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;cursor;Pheidole cursor;NA
1237;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;cyrtostela;Pheidole cyrtostela;NA
1238;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;deima;Pheidole deima;NA
1239;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;diligens;Pheidole diligens;NA
1240;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;dolon;Pheidole dolon;NA
1241;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;embolopyx;Pheidole embolopyx;NA
1242;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;exigua;Pheidole exigua;NA
1243;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;fallax;Pheidole fallax;NA
1244;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;fimbriata;Pheidole fimbriata;NA
1245;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;flavens;Pheidole flavens;NA
1246;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;flavifrons;Pheidole flavifrons;NA
1247;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;fowleri;Pheidole fowleri;NA
1248;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;fracticeps;Pheidole fracticeps;NA
1249;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;gagates;Pheidole gagates;NA
1250;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;gauthieri;Pheidole gauthieri;NA
1251;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;germaini;Pheidole germaini;NA
1252;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;gertrudae;Pheidole gertrudae;NA
1253;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;gibba;Pheidole gibba;NA
1254;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;gigaflavens;Pheidole gigaflavens;NA
1255;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;gigas;Pheidole gigas;NA
1256;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;grandinodus;Pheidole grandinodus;NA
1257;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;guilelmimuelleri;Pheidole guilelmimuelleri;NA
1258;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;horribilis;Pheidole horribilis;NA
1259;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;impressa;Pheidole impressa;NA
1260;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;infernalis;Pheidole infernalis;NA
1261;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;jaculifera;Pheidole jaculifera;NA
1262;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;jeannei;Pheidole jeannei;NA
1263;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;jelskii;Pheidole jelskii;NA
1264;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;jujuyensis;Pheidole jujuyensis;NA
1265;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;laidlowi;Pheidole laidlowi;NA
1266;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;lancifera;Pheidole lancifera;NA
1267;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;lemur;Pheidole lemur;NA
1268;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;leonina;Pheidole leonina;NA
1269;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;leptina;Pheidole leptina;NA
1270;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;lovejoyi;Pheidole lovejoyi;NA
1271;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;mamore;Pheidole mamore;NA
1272;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;megacephala;Pheidole megacephala;NA
1273;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;meinerti;Pheidole meinerti;NA
1274;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;mendicula;Pheidole mendicula;NA
1275;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;micridris;Pheidole micridris;NA
1276;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;microps;Pheidole microps;NA
1277;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;midas;Pheidole midas;NA
1278;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;minutula;Pheidole minutula;NA
1279;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;monstrosa;Pheidole monstrosa;NA
1280;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;nana;Pheidole nana;NA
1281;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;nitella;Pheidole nitella;NA
1282;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;obscurithorax;Pheidole obscurithorax;NA
1283;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;oxyops;Pheidole oxyops;NA
1284;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;paraensis;Pheidole paraensis;NA
1285;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;pedana;Pheidole pedana;NA
1286;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;peltastes;Pheidole peltastes;NA
1287;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;perpusilla;Pheidole perpusilla;NA
1288;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;polita;Pheidole polita;NA
1289;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;puttemansi;Pheidole puttemansi;NA
1290;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;radoszkowskii;Pheidole radoszkowskii;NA
1291;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;risii;Pheidole risii;NA
1292;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;rochai;Pheidole rochai;NA
1293;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;rudigenis;Pheidole rudigenis;NA
1294;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;rutilana;Pheidole rutilana;NA
1295;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;schwarzmaieri;Pheidole schwarzmaieri;NA
1296;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;scimitara;Pheidole scimitara;NA
1297;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;scolioceps;Pheidole scolioceps;NA
1298;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;sculptior;Pheidole sculptior;NA
1299;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;sensitiva;Pheidole sensitiva;NA
1300;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;socrates;Pheidole socrates;NA
1301;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;stigma;Pheidole stigma;NA
1302;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;strigosa;Pheidole strigosa;NA
1303;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;stulta;Pheidole stulta;NA
1304;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;subarmata;Pheidole subarmata;NA
1305;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;subreticulata;Pheidole subreticulata;NA
1306;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;susannae;Pheidole susannae;NA
1307;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;synarmata;Pheidole synarmata;NA
1308;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;trageri;Pheidole trageri;NA
1309;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;transversostriata;Pheidole transversostriata;NA
1310;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;triconstricta;Pheidole triconstricta;NA
1311;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;vafra;Pheidole vafra;NA
1312;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;valens;Pheidole valens;NA
1313;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;vallifica;Pheidole vallifica;NA
1314;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;vorax;Pheidole vorax;NA
1315;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;wallacei;Pheidole wallacei;NA
1316;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;zeteki;Pheidole zeteki;NA
1317;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pheidole;zoster;Pheidole zoster;NA
1318;Insecta;Hymenoptera;Formicidae;Ponerinae;Platythyrea;angusta;Platythyrea angusta;NA
1319;Insecta;Hymenoptera;Formicidae;Ponerinae;Platythyrea;exigua;Platythyrea exigua;NA
1320;Insecta;Hymenoptera;Formicidae;Ponerinae;Platythyrea;pilosula;Platythyrea pilosula;NA
1321;Insecta;Hymenoptera;Formicidae;Ponerinae;Platythyrea;punctata;Platythyrea punctata;NA
1322;Insecta;Hymenoptera;Formicidae;Ponerinae;Platythyrea;sinuata;Platythyrea sinuata;NA
1323;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pogonomyrmex;abdominalis;Pogonomyrmex abdominalis;NA
1324;Insecta;Hymenoptera;Formicidae;Myrmicinae;Pogonomyrmex;naegelii;Pogonomyrmex naegelii;NA
1325;Insecta;Hymenoptera;Formicidae;Amblyoponinae;Prionopelta;amabilis;Prionopelta amabilis;NA
1326;Insecta;Hymenoptera;Formicidae;Amblyoponinae;Prionopelta;antillana;Prionopelta antillana;NA
1327;Insecta;Hymenoptera;Formicidae;Amblyoponinae;Prionopelta;modesta;Prionopelta modesta;NA
1328;Insecta;Hymenoptera;Formicidae;Amblyoponinae;Prionopelta;punctulata;Prionopelta punctulata;NA
1329;Insecta;Hymenoptera;Formicidae;Proceratiinae;Probolomyrmex;dentinodis;Probolomyrmex dentinodis;NA
1330;Insecta;Hymenoptera;Formicidae;Proceratiinae;Probolomyrmex;petiolatus;Probolomyrmex petiolatus;NA
1331;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;attenuatus;Procryptocerus attenuatus;NA
1332;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;convexus;Procryptocerus convexus;NA
1333;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;goeldii;Procryptocerus goeldii;NA
1334;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;gracilis;Procryptocerus gracilis;NA
1335;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;hirsutus;Procryptocerus hirsutus;NA
1336;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;hylaeus;Procryptocerus hylaeus;NA
1337;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;marginatus;Procryptocerus marginatus;NA
1338;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;paleatus;Procryptocerus paleatus;NA
1339;Insecta;Hymenoptera;Formicidae;Myrmicinae;Procryptocerus;pictipes;Procryptocerus pictipes;NA
